Popolazione residente nei comuni d'Italia al 1° gennaio 2017
"Codice_ISTAT","Comune","Maschi","Femmine","Totale"
"042001","Agugliano","2378.0","2497.0","4875.0"
"042002","Ancona","48125.0","52571.0","100696.0"
"042003","Arcevia","2135.0","2356.0","4491.0"
"042004","Barbara","662.0","676.0","1338.0"
"042005","Belvedere Ostrense","1090.0","1119.0","2209.0"
"042006","Camerano","3543.0","3708.0","7251.0"
"042007","Camerata Picena","1290.0","1284.0","2574.0"
"042008","Castelbellino","2370.0","2588.0","4958.0"
"042010","Castelfidardo","9141.0","9538.0","18679.0"
"042011","Castelleone di Suasa","813.0","816.0","1629.0"
"042012","Castelplanio","1737.0","1802.0","3539.0"
"042013","Cerreto d'Esi","1847.0","1889.0","3736.0"
"042014","Chiaravalle","6988.0","7812.0","14800.0"
"042015","Corinaldo","2416.0","2543.0","4959.0"
"042016","Cupramontana","2302.0","2386.0","4688.0"
"042017","Fabriano","14913.0","16299.0","31212.0"
"042018","Falconara Marittima","12641.0","13690.0","26331.0"
"042019","Filottrano","4624.0","4761.0","9385.0"
"042020","Genga","861.0","920.0","1781.0"
"042021","Jesi","19218.0","21100.0","40318.0"
"042022","Loreto","6141.0","6669.0","12810.0"
"042023","Maiolati Spontini","2976.0","3249.0","6225.0"
"042024","Mergo","490.0","532.0","1022.0"
"042025","Monsano","1663.0","1733.0","3396.0"
"042026","Montecarotto","933.0","1024.0","1957.0"
"042027","Montemarciano","4927.0","5003.0","9930.0"
"042029","Monte Roberto","1512.0","1563.0","3075.0"
"042030","Monte San Vito","3329.0","3478.0","6807.0"
"042031","Morro d'Alba","925.0","967.0","1892.0"
"042032","Numana","1892.0","1875.0","3767.0"
"042033","Offagna","965.0","1019.0","1984.0"
"042034","Osimo","17103.0","17815.0","34918.0"
"042035","Ostra","3295.0","3497.0","6792.0"
"042036","Ostra Vetere","1615.0","1677.0","3292.0"
"042037","Poggio San Marcello","337.0","348.0","685.0"
"042038","Polverigi","2296.0","2294.0","4590.0"
"042040","Rosora","966.0","1006.0","1972.0"
"042041","San Marcello","1015.0","1040.0","2055.0"
"042042","San Paolo di Jesi","444.0","468.0","912.0"
"042043","Santa Maria Nuova","2031.0","2146.0","4177.0"
"042044","Sassoferrato","3434.0","3743.0","7177.0"
"042045","Senigallia","21408.0","23298.0","44706.0"
"042046","Serra de' Conti","1847.0","1918.0","3765.0"
"042047","Serra San Quirico","1315.0","1496.0","2811.0"
"042048","Sirolo","1931.0","2121.0","4052.0"
"042049","Staffolo","1098.0","1168.0","2266.0"
"042050","Trecastelli","3783.0","3857.0","7640.0"
"043002","Apiro","1066.0","1198.0","2264.0"
"043003","Appignano","2036.0","2178.0","4214.0"
"043004","Belforte del Chienti","925.0","952.0","1877.0"
"043005","Bolognola","74.0","63.0","137.0"
"043006","Caldarola","899.0","910.0","1809.0"
"043007","Camerino","3395.0","3612.0","7007.0"
"043008","Camporotondo di Fiastrone","251.0","290.0","541.0"
"043009","Castelraimondo","2191.0","2373.0","4564.0"
"043010","Castelsantangelo sul Nera","149.0","124.0","273.0"
"043011","Cessapalombo","248.0","256.0","504.0"
"043012","Cingoli","4977.0","5312.0","10289.0"
"043013","Civitanova Marche","20151.0","22100.0","42251.0"
"043014","Colmurano","625.0","630.0","1255.0"
"043015","Corridonia","7581.0","7880.0","15461.0"
"043016","Esanatoglia","937.0","1053.0","1990.0"
"043017","Fiastra","336.0","330.0","666.0"
"043019","Fiuminata","684.0","694.0","1378.0"
"043020","Gagliole","310.0","317.0","627.0"
"043021","Gualdo","393.0","416.0","809.0"
"043022","Loro Piceno","1165.0","1242.0","2407.0"
"043023","Macerata","19887.0","22322.0","42209.0"
"043024","Matelica","4787.0","5083.0","9870.0"
"043025","Mogliano","2281.0","2360.0","4641.0"
"043026","Montecassiano","3499.0","3617.0","7116.0"
"043027","Monte Cavallo","68.0","65.0","133.0"
"043028","Montecosaro","3533.0","3611.0","7144.0"
"043029","Montefano","1721.0","1785.0","3506.0"
"043030","Montelupone","1769.0","1825.0","3594.0"
"043031","Monte San Giusto","3941.0","4054.0","7995.0"
"043032","Monte San Martino","372.0","374.0","746.0"
"043033","Morrovalle","5058.0","5092.0","10150.0"
"043034","Muccia","428.0","482.0","910.0"
"043035","Penna San Giovanni","503.0","573.0","1076.0"
"043036","Petriolo","999.0","997.0","1996.0"
"043038","Pieve Torina","710.0","729.0","1439.0"
"043039","Pioraco","562.0","600.0","1162.0"
"043040","Poggio San Vicino","119.0","125.0","244.0"
"043041","Pollenza","3214.0","3363.0","6577.0"
"043042","Porto Recanati","6474.0","6097.0","12571.0"
"043043","Potenza Picena","7696.0","8140.0","15836.0"
"043044","Recanati","10203.0","11038.0","21241.0"
"043045","Ripe San Ginesio","412.0","439.0","851.0"
"043046","San Ginesio","1684.0","1758.0","3442.0"
"043047","San Severino Marche","6057.0","6573.0","12630.0"
"043048","Sant'Angelo in Pontano","672.0","749.0","1421.0"
"043049","Sarnano","1557.0","1706.0","3263.0"
"043050","Sefro","209.0","210.0","419.0"
"043051","Serrapetrona","469.0","487.0","956.0"
"043052","Serravalle di Chienti","517.0","533.0","1050.0"
"043053","Tolentino","9619.0","10212.0","19831.0"
"043054","Treia","4619.0","4770.0","9389.0"
"043055","Urbisaglia","1306.0","1288.0","2594.0"
"043056","Ussita","218.0","227.0","445.0"
"043057","Visso","526.0","580.0","1106.0"
"043058","Valfornace","518.0","527.0","1045.0"
"044001","Acquasanta Terme","1434.0","1421.0","2855.0"
"044002","Acquaviva Picena","1881.0","1924.0","3805.0"
"044005","Appignano del Tronto","862.0","923.0","1785.0"
"044006","Arquata del Tronto","572.0","569.0","1141.0"
"044007","Ascoli Piceno","23681.0","25522.0","49203.0"
"044010","Carassai","524.0","561.0","1085.0"
"044011","Castel di Lama","4256.0","4357.0","8613.0"
"044012","Castignano","1373.0","1401.0","2774.0"
"044013","Castorano","1162.0","1182.0","2344.0"
"044014","Colli del Tronto","1812.0","1857.0","3669.0"
"044015","Comunanza","1558.0","1569.0","3127.0"
"044016","Cossignano","467.0","502.0","969.0"
"044017","Cupra Marittima","2594.0","2797.0","5391.0"
"044020","Folignano","4636.0","4625.0","9261.0"
"044021","Force","651.0","650.0","1301.0"
"044023","Grottammare","7719.0","8420.0","16139.0"
"044027","Maltignano","1184.0","1207.0","2391.0"
"044029","Massignano","820.0","819.0","1639.0"
"044031","Monsampolo del Tronto","2251.0","2264.0","4515.0"
"044032","Montalto delle Marche","963.0","1141.0","2104.0"
"044034","Montedinove","277.0","229.0","506.0"
"044036","Montefiore dell'Aso","1026.0","1076.0","2102.0"
"044038","Montegallo","271.0","251.0","522.0"
"044044","Montemonaco","286.0","295.0","581.0"
"044045","Monteprandone","6210.0","6392.0","12602.0"
"044054","Offida","2432.0","2576.0","5008.0"
"044056","Palmiano","89.0","99.0","188.0"
"044063","Ripatransone","2088.0","2169.0","4257.0"
"044064","Roccafluvione","1017.0","980.0","1997.0"
"044065","Rotella","432.0","452.0","884.0"
"044066","San Benedetto del Tronto","22347.0","25073.0","47420.0"
"044071","Spinetoli","3532.0","3689.0","7221.0"
"044073","Venarotta","1005.0","1046.0","2051.0"
"045001","Aulla","5371.0","5750.0","11121.0"
"045002","Bagnone","921.0","935.0","1856.0"
"045003","Carrara","30011.0","32726.0","62737.0"
"045004","Casola in Lunigiana","485.0","526.0","1011.0"
"045005","Comano","343.0","361.0","704.0"
"045006","Filattiera","1117.0","1184.0","2301.0"
"045007","Fivizzano","3803.0","4035.0","7838.0"
"045008","Fosdinovo","2362.0","2469.0","4831.0"
"045009","Licciana Nardi","2429.0","2483.0","4912.0"
"045010","Massa","33295.0","35931.0","69226.0"
"045011","Montignoso","4951.0","5310.0","10261.0"
"045012","Mulazzo","1188.0","1234.0","2422.0"
"045013","Podenzana","1110.0","1112.0","2222.0"
"045014","Pontremoli","3408.0","3876.0","7284.0"
"045015","Tresana","999.0","1021.0","2020.0"
"045016","Villafranca in Lunigiana","2358.0","2405.0","4763.0"
"045017","Zeri","522.0","549.0","1071.0"
"046001","Altopascio","7618.0","7851.0","15469.0"
"046002","Bagni di Lucca","2991.0","3136.0","6127.0"
"046003","Barga","4901.0","5075.0","9976.0"
"046004","Borgo a Mozzano","3422.0","3581.0","7003.0"
"046005","Camaiore","15566.0","16802.0","32368.0"
"046006","Camporgiano","1089.0","1072.0","2161.0"
"046007","Capannori","22885.0","23657.0","46542.0"
"046008","Careggine","275.0","274.0","549.0"
"046009","Castelnuovo di Garfagnana","2859.0","3099.0","5958.0"
"046010","Castiglione di Garfagnana","904.0","900.0","1804.0"
"046011","Coreglia Antelminelli","2524.0","2680.0","5204.0"
"046013","Forte dei Marmi","3378.0","4062.0","7440.0"
"046014","Fosciandora","286.0","305.0","591.0"
"046015","Gallicano","1863.0","1909.0","3772.0"
"046017","Lucca","42131.0","46266.0","88397.0"
"046018","Massarosa","10974.0","11503.0","22477.0"
"046019","Minucciano","1004.0","1037.0","2041.0"
"046020","Molazzana","520.0","516.0","1036.0"
"046021","Montecarlo","2134.0","2279.0","4413.0"
"046022","Pescaglia","1751.0","1745.0","3496.0"
"046023","Piazza al Serchio","1128.0","1213.0","2341.0"
"046024","Pietrasanta","11194.0","12693.0","23887.0"
"046025","Pieve Fosciana","1223.0","1228.0","2451.0"
"046026","Porcari","4390.0","4478.0","8868.0"
"046027","San Romano in Garfagnana","689.0","716.0","1405.0"
"046028","Seravezza","6228.0","6846.0","13074.0"
"046030","Stazzema","1554.0","1580.0","3134.0"
"046031","Vagli Sotto","480.0","446.0","926.0"
"046033","Viareggio","29564.0","32779.0","62343.0"
"046034","Villa Basilica","807.0","790.0","1597.0"
"046035","Villa Collemandina","654.0","665.0","1319.0"
"046036","Fabbriche di Vergemoli","426.0","372.0","798.0"
"046037","Sillano Giuncugnano","525.0","550.0","1075.0"
"047002","Agliana","8669.0","8999.0","17668.0"
"047003","Buggiano","4198.0","4570.0","8768.0"
"047005","Lamporecchio","3627.0","3867.0","7494.0"
"047006","Larciano","3091.0","3275.0","6366.0"
"047007","Marliana","1599.0","1616.0","3215.0"
"047008","Massa e Cozzile","3816.0","4160.0","7976.0"
"047009","Monsummano Terme","10354.0","10994.0","21348.0"
"047010","Montale","5244.0","5514.0","10758.0"
"047011","Montecatini-Terme","9385.0","11073.0","20458.0"
"047012","Pescia","9412.0","10119.0","19531.0"
"047013","Pieve a Nievole","4487.0","4766.0","9253.0"
"047014","Pistoia","43049.0","47156.0","90205.0"
"047016","Ponte Buggianese","4282.0","4562.0","8844.0"
"047017","Quarrata","12790.0","13477.0","26267.0"
"047018","Sambuca Pistoiese","803.0","767.0","1570.0"
"047020","Serravalle Pistoiese","5694.0","5972.0","11666.0"
"047021","Uzzano","2783.0","2970.0","5753.0"
"047022","Chiesina Uzzanese","2268.0","2313.0","4581.0"
"047023","Abetone Cutigliano","1007.0","1077.0","2084.0"
"047024","San Marcello Piteglio","3753.0","4281.0","8034.0"
"048001","Bagno a Ripoli","12132.0","13437.0","25569.0"
"048002","Barberino di Mugello","5384.0","5456.0","10840.0"
"048003","Barberino Val d'Elsa","2177.0","2229.0","4406.0"
"048004","Borgo San Lorenzo","8950.0","9438.0","18388.0"
"048005","Calenzano","8637.0","9066.0","17703.0"
"048006","Campi Bisenzio","22951.0","23927.0","46878.0"
"048008","Capraia e Limite","3832.0","3885.0","7717.0"
"048010","Castelfiorentino","8446.0","9004.0","17450.0"
"048011","Cerreto Guidi","5292.0","5637.0","10929.0"
"048012","Certaldo","7891.0","8268.0","16159.0"
"048013","Dicomano","2824.0","2739.0","5563.0"
"048014","Empoli","23146.0","25296.0","48442.0"
"048015","Fiesole","6665.0","7344.0","14009.0"
"048017","Firenze","179225.0","203033.0","382258.0"
"048018","Firenzuola","2321.0","2339.0","4660.0"
"048019","Fucecchio","11443.0","11960.0","23403.0"
"048020","Gambassi Terme","2364.0","2488.0","4852.0"
"048021","Greve in Chianti","6716.0","7103.0","13819.0"
"048022","Impruneta","7065.0","7570.0","14635.0"
"048024","Lastra a Signa","9991.0","10321.0","20312.0"
"048025","Londa","945.0","907.0","1852.0"
"048026","Marradi","1538.0","1549.0","3087.0"
"048027","Montaione","1817.0","1872.0","3689.0"
"048028","Montelupo Fiorentino","6893.0","7343.0","14236.0"
"048030","Montespertoli","6661.0","6850.0","13511.0"
"048031","Palazzuolo sul Senio","570.0","561.0","1131.0"
"048032","Pelago","3757.0","3978.0","7735.0"
"048033","Pontassieve","9933.0","10674.0","20607.0"
"048035","Reggello","8022.0","8318.0","16340.0"
"048036","Rignano sull'Arno","4305.0","4401.0","8706.0"
"048037","Rufina","3588.0","3703.0","7291.0"
"048038","San Casciano in Val di Pesa","8247.0","8878.0","17125.0"
"048039","San Godenzo","568.0","574.0","1142.0"
"048041","Scandicci","24202.0","26313.0","50515.0"
"048043","Sesto Fiorentino","23230.0","25830.0","49060.0"
"048044","Signa","9349.0","9886.0","19235.0"
"048045","Tavarnelle Val di Pesa","3858.0","3928.0","7786.0"
"048046","Vaglia","2500.0","2639.0","5139.0"
"048049","Vicchio","4062.0","4048.0","8110.0"
"048050","Vinci","7043.0","7521.0","14564.0"
"048052","Figline e Incisa Valdarno","11318.0","12102.0","23420.0"
"048053","Scarperia e San Piero","5987.0","6163.0","12150.0"
"049001","Bibbona","1612.0","1579.0","3191.0"
"049002","Campiglia Marittima","6352.0","6815.0","13167.0"
"049003","Campo nell'Elba","2385.0","2471.0","4856.0"
"049004","Capoliveri","1988.0","2058.0","4046.0"
"049005","Capraia Isola","234.0","178.0","412.0"
"049006","Castagneto Carducci","4444.0","4627.0","9071.0"
"049007","Cecina","13311.0","14809.0","28120.0"
"049008","Collesalvetti","8190.0","8515.0","16705.0"
"049009","Livorno","76135.0","82781.0","158916.0"
"049010","Marciana","1043.0","1114.0","2157.0"
"049011","Marciana Marina","992.0","983.0","1975.0"
"049012","Piombino","16354.0","17687.0","34041.0"
"049013","Porto Azzurro","1935.0","1817.0","3752.0"
"049014","Portoferraio","5750.0","6230.0","11980.0"
"049015","Rio Marina","1054.0","1141.0","2195.0"
"049016","Rio nell'Elba","569.0","536.0","1105.0"
"049017","Rosignano Marittimo","14984.0","16213.0","31197.0"
"049018","San Vincenzo","3254.0","3656.0","6910.0"
"049019","Sassetta","238.0","265.0","503.0"
"049020","Suvereto","1481.0","1554.0","3035.0"
"050001","Bientina","4010.0","4240.0","8250.0"
"050002","Buti","2781.0","2902.0","5683.0"
"050003","Calci","3078.0","3318.0","6396.0"
"050004","Calcinaia","6104.0","6372.0","12476.0"
"050005","Capannoli","3102.0","3244.0","6346.0"
"050006","Casale Marittimo","551.0","550.0","1101.0"
"050008","Cascina","22028.0","23333.0","45361.0"
"050009","Castelfranco di Sotto","6631.0","6719.0","13350.0"
"050010","Castellina Marittima","988.0","996.0","1984.0"
"050011","Castelnuovo di Val di Cecina","1079.0","1136.0","2215.0"
"050012","Chianni","673.0","693.0","1366.0"
"050014","Fauglia","1824.0","1846.0","3670.0"
"050015","Guardistallo","586.0","656.0","1242.0"
"050016","Lajatico","642.0","695.0","1337.0"
"050019","Montecatini Val di Cecina","847.0","870.0","1717.0"
"050020","Montescudaio","1058.0","1111.0","2169.0"
"050021","Monteverdi Marittimo","393.0","368.0","761.0"
"050022","Montopoli in Val d'Arno","5481.0","5634.0","11115.0"
"050023","Orciano Pisano","318.0","321.0","639.0"
"050024","Palaia","2219.0","2384.0","4603.0"
"050025","Peccioli","2285.0","2462.0","4747.0"
"050026","Pisa","43054.0","47434.0","90488.0"
"050027","Pomarance","2867.0","2975.0","5842.0"
"050028","Ponsacco","7617.0","7940.0","15557.0"
"050029","Pontedera","14260.0","15007.0","29267.0"
"050030","Riparbella","809.0","817.0","1626.0"
"050031","San Giuliano Terme","15243.0","16237.0","31480.0"
"050032","San Miniato","13596.0","14278.0","27874.0"
"050033","Santa Croce sull'Arno","7386.0","7369.0","14755.0"
"050034","Santa Luce","850.0","835.0","1685.0"
"050035","Santa Maria a Monte","6496.0","6622.0","13118.0"
"050036","Terricciola","2219.0","2303.0","4522.0"
"050037","Vecchiano","5832.0","6262.0","12094.0"
"050038","Vicopisano","4163.0","4426.0","8589.0"
"050039","Volterra","4958.0","5452.0","10410.0"
"050040","Casciana Terme Lari","6174.0","6380.0","12554.0"
"050041","Crespina Lorenzana","2729.0","2733.0","5462.0"
"051001","Anghiari","2745.0","2878.0","5623.0"
"051002","Arezzo","47592.0","51877.0","99469.0"
"051003","Badia Tedalda","573.0","507.0","1080.0"
"051004","Bibbiena","6074.0","6158.0","12232.0"
"051005","Bucine","4928.0","5192.0","10120.0"
"051006","Capolona","2599.0","2840.0","5439.0"
"051007","Caprese Michelangelo","677.0","712.0","1389.0"
"051008","Castel Focognano","1535.0","1584.0","3119.0"
"051010","Castel San Niccolò","1314.0","1381.0","2695.0"
"051011","Castiglion Fibocchi","1080.0","1082.0","2162.0"
"051012","Castiglion Fiorentino","6512.0","6698.0","13210.0"
"051013","Cavriglia","4750.0","4826.0","9576.0"
"051014","Chitignano","457.0","453.0","910.0"
"051015","Chiusi della Verna","984.0","1008.0","1992.0"
"051016","Civitella in Val di Chiana","4493.0","4606.0","9099.0"
"051017","Cortona","10703.0","11566.0","22269.0"
"051018","Foiano della Chiana","4597.0","4876.0","9473.0"
"051019","Laterina","1747.0","1757.0","3504.0"
"051020","Loro Ciuffenna","2878.0","2959.0","5837.0"
"051021","Lucignano","1751.0","1826.0","3577.0"
"051022","Marciano della Chiana","1661.0","1780.0","3441.0"
"051023","Montemignaio","289.0","269.0","558.0"
"051024","Monterchi","849.0","893.0","1742.0"
"051025","Monte San Savino","4225.0","4536.0","8761.0"
"051026","Montevarchi","11891.0","12508.0","24399.0"
"051027","Ortignano Raggiolo","434.0","442.0","876.0"
"051028","Pergine Valdarno","1521.0","1598.0","3119.0"
"051030","Pieve Santo Stefano","1564.0","1592.0","3156.0"
"051031","Poppi","3047.0","3087.0","6134.0"
"051033","San Giovanni Valdarno","7995.0","8965.0","16960.0"
"051034","Sansepolcro","7670.0","8237.0","15907.0"
"051035","Sestino","664.0","679.0","1343.0"
"051037","Subbiano","3147.0","3189.0","6336.0"
"051038","Talla","563.0","497.0","1060.0"
"051039","Terranuova Bracciolini","6065.0","6223.0","12288.0"
"051040","Castelfranco Piandiscò","4782.0","4957.0","9739.0"
"051041","Pratovecchio Stia","2825.0","2955.0","5780.0"
"052001","Abbadia San Salvatore","2977.0","3367.0","6344.0"
"052002","Asciano","3491.0","3629.0","7120.0"
"052003","Buonconvento","1514.0","1613.0","3127.0"
"052004","Casole d'Elsa","1907.0","1985.0","3892.0"
"052005","Castellina in Chianti","1483.0","1405.0","2888.0"
"052006","Castelnuovo Berardenga","4411.0","4662.0","9073.0"
"052007","Castiglione d'Orcia","1120.0","1203.0","2323.0"
"052008","Cetona","1280.0","1431.0","2711.0"
"052009","Chianciano Terme","3328.0","3781.0","7109.0"
"052010","Chiusdino","912.0","974.0","1886.0"
"052011","Chiusi","4156.0","4458.0","8614.0"
"052012","Colle di Val d'Elsa","10413.0","11099.0","21512.0"
"052013","Gaiole in Chianti","1370.0","1382.0","2752.0"
"052015","Montepulciano","6693.0","7340.0","14033.0"
"052016","Monteriggioni","4821.0","5049.0","9870.0"
"052017","Monteroni d'Arbia","4520.0","4594.0","9114.0"
"052018","Monticiano","757.0","760.0","1517.0"
"052019","Murlo","1195.0","1189.0","2384.0"
"052020","Piancastagnaio","2045.0","2178.0","4223.0"
"052021","Pienza","992.0","1094.0","2086.0"
"052022","Poggibonsi","14126.0","14937.0","29063.0"
"052023","Radda in Chianti","755.0","832.0","1587.0"
"052024","Radicofani","538.0","550.0","1088.0"
"052025","Radicondoli","474.0","463.0","937.0"
"052026","Rapolano Terme","2561.0","2695.0","5256.0"
"052027","San Casciano dei Bagni","785.0","816.0","1601.0"
"052028","San Gimignano","3895.0","3885.0","7780.0"
"052030","San Quirico d'Orcia","1282.0","1373.0","2655.0"
"052031","Sarteano","2238.0","2485.0","4723.0"
"052032","Siena","24771.0","29001.0","53772.0"
"052033","Sinalunga","6096.0","6541.0","12637.0"
"052034","Sovicille","4841.0","5277.0","10118.0"
"052035","Torrita di Siena","3566.0","3786.0","7352.0"
"052036","Trequanda","616.0","632.0","1248.0"
"052037","Montalcino","2868.0","3078.0","5946.0"
"053001","Arcidosso","2086.0","2209.0","4295.0"
"053002","Campagnatico","1235.0","1215.0","2450.0"
"053003","Capalbio","1992.0","2113.0","4105.0"
"053004","Castel del Piano","2321.0","2450.0","4771.0"
"053005","Castell'Azzara","696.0","754.0","1450.0"
"053006","Castiglione della Pescaia","3578.0","3709.0","7287.0"
"053007","Cinigiano","1263.0","1317.0","2580.0"
"053008","Civitella Paganico","1570.0","1603.0","3173.0"
"053009","Follonica","10087.0","11356.0","21443.0"
"053010","Gavorrano","4148.0","4387.0","8535.0"
"053011","Grosseto","39072.0","43071.0","82143.0"
"053012","Isola del Giglio","760.0","676.0","1436.0"
"053013","Magliano in Toscana","1712.0","1872.0","3584.0"
"053014","Manciano","3540.0","3786.0","7326.0"
"053015","Massa Marittima","3975.0","4356.0","8331.0"
"053016","Monte Argentario","6111.0","6459.0","12570.0"
"053017","Montieri","618.0","568.0","1186.0"
"053018","Orbetello","7003.0","7841.0","14844.0"
"053019","Pitigliano","1798.0","1997.0","3795.0"
"053020","Roccalbegna","524.0","500.0","1024.0"
"053021","Roccastrada","4493.0","4673.0","9166.0"
"053022","Santa Fiora","1286.0","1325.0","2611.0"
"053023","Scansano","2172.0","2182.0","4354.0"
"053024","Scarlino","1932.0","1910.0","3842.0"
"053025","Seggiano","470.0","495.0","965.0"
"053026","Sorano","1654.0","1727.0","3381.0"
"053027","Monterotondo Marittimo","682.0","646.0","1328.0"
"053028","Semproniano","522.0","548.0","1070.0"
"054001","Assisi","13662.0","14717.0","28379.0"
"054002","Bastia Umbra","10531.0","11253.0","21784.0"
"054003","Bettona","2117.0","2277.0","4394.0"
"054004","Bevagna","2493.0","2575.0","5068.0"
"054005","Campello sul Clitunno","1184.0","1225.0","2409.0"
"054006","Cannara","2088.0","2226.0","4314.0"
"054007","Cascia","1574.0","1607.0","3181.0"
"054008","Castel Ritaldi","1604.0","1681.0","3285.0"
"054009","Castiglione del Lago","7484.0","7949.0","15433.0"
"054010","Cerreto di Spoleto","511.0","555.0","1066.0"
"054011","Citerna","1752.0","1762.0","3514.0"
"054012","Città della Pieve","3695.0","4055.0","7750.0"
"054013","Città di Castello","18977.0","20763.0","39740.0"
"054014","Collazzone","1695.0","1770.0","3465.0"
"054015","Corciano","10315.0","11034.0","21349.0"
"054016","Costacciaro","572.0","615.0","1187.0"
"054017","Deruta","4719.0","4940.0","9659.0"
"054018","Foligno","27078.0","30086.0","57164.0"
"054019","Fossato di Vico","1382.0","1440.0","2822.0"
"054020","Fratta Todina","865.0","970.0","1835.0"
"054021","Giano dell'Umbria","1949.0","1927.0","3876.0"
"054022","Gualdo Cattaneo","3042.0","3023.0","6065.0"
"054023","Gualdo Tadino","7159.0","7914.0","15073.0"
"054024","Gubbio","15474.0","16465.0","31939.0"
"054025","Lisciano Niccone","299.0","309.0","608.0"
"054026","Magione","7194.0","7663.0","14857.0"
"054027","Marsciano","9159.0","9634.0","18793.0"
"054028","Massa Martana","1882.0","1875.0","3757.0"
"054029","Monte Castello di Vibio","770.0","788.0","1558.0"
"054030","Montefalco","2760.0","2866.0","5626.0"
"054031","Monteleone di Spoleto","303.0","283.0","586.0"
"054032","Monte Santa Maria Tiberina","574.0","587.0","1161.0"
"054033","Montone","803.0","869.0","1672.0"
"054034","Nocera Umbra","2813.0","2963.0","5776.0"
"054035","Norcia","2469.0","2512.0","4981.0"
"054036","Paciano","473.0","496.0","969.0"
"054037","Panicale","2700.0","2908.0","5608.0"
"054038","Passignano sul Trasimeno","2761.0","2964.0","5725.0"
"054039","Perugia","79356.0","87320.0","166676.0"
"054040","Piegaro","1743.0","1892.0","3635.0"
"054041","Pietralunga","1036.0","1066.0","2102.0"
"054042","Poggiodomo","56.0","56.0","112.0"
"054043","Preci","360.0","356.0","716.0"
"054044","San Giustino","5441.0","5793.0","11234.0"
"054045","Sant'Anatolia di Narco","301.0","263.0","564.0"
"054046","Scheggia e Pascelupo","677.0","697.0","1374.0"
"054047","Scheggino","221.0","228.0","449.0"
"054048","Sellano","525.0","546.0","1071.0"
"054049","Sigillo","1156.0","1215.0","2371.0"
"054050","Spello","4102.0","4477.0","8579.0"
"054051","Spoleto","18379.0","19656.0","38035.0"
"054052","Todi","8057.0","8603.0","16660.0"
"054053","Torgiano","3255.0","3485.0","6740.0"
"054054","Trevi","4050.0","4322.0","8372.0"
"054055","Tuoro sul Trasimeno","1815.0","1981.0","3796.0"
"054056","Umbertide","8058.0","8549.0","16607.0"
"054057","Valfabbrica","1677.0","1721.0","3398.0"
"054058","Vallo di Nera","177.0","196.0","373.0"
"054059","Valtopina","685.0","713.0","1398.0"
"055001","Acquasparta","2283.0","2443.0","4726.0"
"055002","Allerona","857.0","908.0","1765.0"
"055003","Alviano","694.0","772.0","1466.0"
"055004","Amelia","5788.0","6104.0","11892.0"
"055005","Arrone","1332.0","1415.0","2747.0"
"055006","Attigliano","980.0","1012.0","1992.0"
"055007","Baschi","1328.0","1378.0","2706.0"
"055008","Calvi dell'Umbria","878.0","952.0","1830.0"
"055009","Castel Giorgio","990.0","1134.0","2124.0"
"055010","Castel Viscardo","1397.0","1513.0","2910.0"
"055011","Fabro","1409.0","1450.0","2859.0"
"055012","Ferentillo","949.0","956.0","1905.0"
"055013","Ficulle","827.0","838.0","1665.0"
"055014","Giove","914.0","989.0","1903.0"
"055015","Guardea","894.0","935.0","1829.0"
"055016","Lugnano in Teverina","741.0","723.0","1464.0"
"055017","Montecastrilli","2486.0","2563.0","5049.0"
"055018","Montecchio","818.0","847.0","1665.0"
"055019","Montefranco","635.0","649.0","1284.0"
"055020","Montegabbione","595.0","602.0","1197.0"
"055021","Monteleone d'Orvieto","679.0","758.0","1437.0"
"055022","Narni","9376.0","10167.0","19543.0"
"055023","Orvieto","9662.0","10806.0","20468.0"
"055024","Otricoli","911.0","953.0","1864.0"
"055025","Parrano","257.0","272.0","529.0"
"055026","Penna in Teverina","523.0","571.0","1094.0"
"055027","Polino","125.0","117.0","242.0"
"055028","Porano","936.0","1035.0","1971.0"
"055029","San Gemini","2419.0","2599.0","5018.0"
"055030","San Venanzo","1120.0","1097.0","2217.0"
"055031","Stroncone","2406.0","2472.0","4878.0"
"055032","Terni","52478.0","58977.0","111455.0"
"055033","Avigliano Umbro","1263.0","1261.0","2524.0"
"056001","Acquapendente","2627.0","2822.0","5449.0"
"056002","Arlena di Castro","456.0","417.0","873.0"
"056003","Bagnoregio","1777.0","1838.0","3615.0"
"056004","Barbarano Romano","529.0","537.0","1066.0"
"056005","Bassano Romano","2434.0","2506.0","4940.0"
"056006","Bassano in Teverina","638.0","658.0","1296.0"
"056007","Blera","1648.0","1668.0","3316.0"
"056008","Bolsena","1847.0","2089.0","3936.0"
"056009","Bomarzo","899.0","900.0","1799.0"
"056010","Calcata","448.0","457.0","905.0"
"056011","Canepina","1512.0","1541.0","3053.0"
"056012","Canino","2678.0","2629.0","5307.0"
"056013","Capodimonte","843.0","867.0","1710.0"
"056014","Capranica","3139.0","3316.0","6455.0"
"056015","Caprarola","2628.0","2790.0","5418.0"
"056016","Carbognano","954.0","1034.0","1988.0"
"056017","Castel Sant'Elia","1304.0","1352.0","2656.0"
"056018","Castiglione in Teverina","1138.0","1183.0","2321.0"
"056019","Celleno","656.0","694.0","1350.0"
"056020","Cellere","585.0","599.0","1184.0"
"056021","Civita Castellana","7936.0","8482.0","16418.0"
"056022","Civitella d'Agliano","765.0","833.0","1598.0"
